sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,var_Number,var_MendeleevNumber,var_AtomicWeight,var_MeltingT,var_Column,var_Row,var_CovalentRadius,var_Electronegativity,var_NsValence,var_NpValence,var_NdValence,var_NfValence,var_NValence,var_NsUnfilled,var_NpUnfilled,var_NdUnfilled,var_NfUnfilled,var_NUnfilled,var_GSvolume_pa,var_GSbandgap,var_GSmagmom,var_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber
150.625,316.375,358.529125,2507.92,56.375,16,474.375,9.76875,7,10.625,28.75,12.25,58.625,1,6.625,0,0,7.625,82.875,0.799,0,290.125,37.65625,79.09375,89.63228125,626.98,14.09375,4,118.59375,2.4421875,1.75,2.65625,7.1875,3.0625,14.65625,0.25,1.65625,0,0,1.90625,20.71875,0.19975,0,72.53125,75,80,192.981,1302.97,14,4,149,2.55,1,4,10,14,27,1,3,0,0,3,54.485,0.799,0,217,653.2,923.6,4418.615284,201022.1969,28.4,2.24,2311.36,0.69812,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,387.546856,0.10214416,0,11027.44
149.95,314.45,356.73779,2519.31,56.05,16,476.05,9.7405,7,10.55,28.5,11.9,57.95,1,6.55,0,0,7.55,83.641,0.799,0,295.55,37.4875,78.6125,89.1844475,629.8275,14.0125,4,119.0125,2.435125,1.75,2.6375,7.125,2.975,14.4875,0.25,1.6375,0,0,1.8875,20.91025,0.19975,0,73.8875,75,80,192.981,1302.97,14,4,149,2.55,1,4,10,14,27,1,3,0,0,3,54.485,0.799,0,217,653.2,923.6,4418.615284,201022.1969,28.4,2.24,2311.36,0.69812,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,387.546856,0.10214416,0,11027.44
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
152.225,325.55,362.868915,2460.435,57.675,15.925,465.825,9.89225,7,10.925,29.75,13.65,61.325,1,6.925,0,0,7.925,78.7935,0.799,0,267.55,38.05625,81.3875,90.71722875,615.10875,14.41875,3.98125,116.45625,2.4730625,1.75,2.73125,7.4375,3.4125,15.33125,0.25,1.73125,0,0,1.98125,19.698375,0.19975,0,66.8875,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
150.45,325.1,358.25203,2469.9,57.35,15.85,465.65,9.8745,7,10.85,29.5,13.3,60.65,1,6.85,0,0,7.85,78.542,0.799,0,272.1,37.6125,81.275,89.5630075,617.475,14.3375,3.9625,116.4125,2.468625,1.75,2.7125,7.375,3.325,15.1625,0.25,1.7125,0,0,1.9625,19.6355,0.19975,0,68.025,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
146.9,324.2,349.01826,2488.83,56.7,15.7,465.3,9.839,7,10.7,29,12.6,59.3,1,6.7,0,0,7.7,78.039,0.799,0,281.2,36.725,81.05,87.254565,622.2075,14.175,3.925,116.325,2.45975,1.75,2.675,7.25,3.15,14.825,0.25,1.675,0,0,1.925,19.50975,0.19975,0,70.3,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
145.125,323.75,344.401375,2498.295,56.375,15.625,465.125,9.82125,7,10.625,28.75,12.25,58.625,1,6.625,0,0,7.625,77.7875,0.799,0,285.75,36.28125,80.9375,86.10034375,624.57375,14.09375,3.90625,116.28125,2.4553125,1.75,2.65625,7.1875,3.0625,14.65625,0.25,1.65625,0,0,1.90625,19.446875,0.19975,0,71.4375,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
76.375,310.375,170.048075,4223.745,55.725,12.05,404.3,9.904,7,8.975,20,0,35.975,1,8.875,0,0,9.875,54.0324375,2.2849,0,418.475,19.09375,77.59375,42.51201875,1055.93625,13.93125,3.0125,101.075,2.476,1.75,2.24375,5,0,8.99375,0.25,2.21875,0,0,2.46875,13.50810938,0.571225,0,104.61875,29,82,68.149,2293.2,14,2,110,2.44,1,4,10,0,14,1,5,0,0,5,30.5975,1.524,0,213,128.56,893.36,696.5354742,616090.2032,26.64,0.96,1479.04,0.642944,0.16,3.36,24,0,27.44,0.16,3.36,0,0,2.8,139.54894,0.37634224,0,9342.64
150.35,321.875,358.03873,2451.625,57.3,15.8,463,9.834,6.95,10.85,29.5,13.3,60.6,1,6.85,0,0,7.85,78.34175,0.799,0,268.025,37.82389937,80.97484277,90.07263648,616.7610063,14.41509434,3.974842767,116.4779874,2.473962264,1.748427673,2.729559748,7.421383648,3.34591195,15.24528302,0.251572327,1.72327044,0,0,1.974842767,19.70861635,0.201006289,0,67.42767296,75,82,192.981,1302.97,14,4,110,2.44,1,4,10,14,27,1,3,0,0,3,28.665,0.799,0,213,658.96,970.64,4517.231994,217389.2729,28.4,1.6,1325.44,0.644176,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,132.083776,0.10214416,0,10821.04
147.7,318.1,350.59556,2508.03,56.7,15.8,468.8,9.808,7,10.7,29,12.6,59.3,1,6.7,0,0,7.7,79.527,0.799,0,284.3,36.925,79.525,87.64889,627.0075,14.175,3.95,117.2,2.452,1.75,2.675,7.25,3.15,14.825,0.25,1.675,0,0,1.925,19.88175,0.19975,0,71.075,75,82,192.981,1302.97,14,4,110,2.44,1,4,10,14,27,1,3,0,0,3,28.665,0.799,0,213,658.96,970.64,4517.231994,217389.2729,28.4,1.6,1325.44,0.644176,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,132.083776,0.10214416,0,10821.04
146.125,316.125,346.373,2522.295,56.375,15.75,469.5,9.7825,7,10.625,28.75,12.25,58.625,1,6.625,0,0,7.625,79.6475,0.799,0,289.625,36.53125,79.03125,86.59325,630.57375,14.09375,3.9375,117.375,2.445625,1.75,2.65625,7.1875,3.0625,14.65625,0.25,1.65625,0,0,1.90625,19.911875,0.19975,0,72.40625,75,82,192.981,1302.97,14,4,110,2.44,1,4,10,14,27,1,3,0,0,3,28.665,0.799,0,213,658.96,970.64,4517.231994,217389.2729,28.4,1.6,1325.44,0.644176,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,132.083776,0.10214416,0,10821.04
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
153.86,325.62,367.0156422,2457.51975,57.95,16.045,469.41,9.92315,7.015,10.985,29.95,13.93,61.88,1.025,6.985,0,0,8.01,79.61133333,0.799,0,268.665,38.27363184,81,91.29742344,611.3233209,14.41542289,3.991293532,116.7686567,2.468445274,1.745024876,2.732587065,7.450248756,3.465174129,15.39303483,0.254975124,1.737562189,0,0,1.992537313,19.80381426,0.198756219,0,66.83208955,75,87,192.981,1302.97,15,4,100,2.51,1,4,10,14,28,1,3,0,0,2,23.845,0.799,0,217,725.2,1093.84,4847.17191,186387.6265,32.56,1.76,1151.04,0.678056,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,94.57894844,0.10214416,0,11027.44
153.28,325.16,365.6258937,2449.2347,57.86,15.97,466.18,9.8991,6.99,10.97,29.9,13.86,61.72,1.01,6.97,0,0,7.98,79.00793333,0.799,0,265.17,38.32,81.29,91.40647342,612.308675,14.465,3.9925,116.545,2.474775,1.7475,2.7425,7.475,3.465,15.43,0.2525,1.7425,0,0,1.995,19.75198333,0.19975,0,66.2925,75,87,192.981,1302.97,15,4,100,2.51,1,4,10,14,28,1,3,0,0,2,23.845,0.799,0,217,725.2,1093.84,4847.17191,186387.6265,32.56,1.76,1151.04,0.678056,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,94.57894844,0.10214416,0,11027.44
152.92,324.74,364.6959405,2448.36705,57.79,15.955,466.27,9.89365,6.985,10.955,29.85,13.79,61.58,1.015,6.955,0,0,7.97,78.9894,0.799,0,266.255,38.23,81.185,91.17398513,612.0917625,14.4475,3.98875,116.5675,2.4734125,1.74625,2.73875,7.4625,3.4475,15.395,0.25375,1.73875,0,0,1.9925,19.74735,0.19975,0,66.56375,75,87,192.981,1302.97,15,4,100,2.51,1,4,10,14,28,1,3,0,0,2,23.845,0.799,0,217,725.2,1093.84,4847.17191,186387.6265,32.56,1.76,1151.04,0.678056,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,94.57894844,0.10214416,0,11027.44
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
151.925,323.85,362.26129,2437.36,57.625,15.85,462.3,9.8595,6.95,10.925,29.75,13.65,61.275,1,6.925,0,0,7.925,78.22125,0.799,0,262.7,38.22012579,81.47169811,91.13491572,613.172327,14.49685535,3.987421384,116.3018868,2.480377358,1.748427673,2.748427673,7.48427673,3.433962264,15.41509434,0.251572327,1.742138365,0,0,1.993710692,19.67830189,0.201006289,0,66.08805031,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
153.275,324.4,365.89715,2417.02575,57.725,15.9,462.7,9.8625,6.975,11,29.75,14,61.725,0.975,7,0,0,7.975,78.76825,0.799,0,257.375,38.55974843,81.61006289,92.04959748,608.0567925,14.52201258,4,116.4025157,2.481132075,1.754716981,2.767295597,7.48427673,3.522012579,15.52830189,0.245283019,1.761006289,0,0,2.006289308,19.81591195,0.201006289,0,64.74842767,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
151.2,322.25,360.67264,2403.41575,57.35,15.75,459,9.812,6.925,10.925,29.5,13.65,61,0.975,6.925,0,0,7.9,77.9445,0.799,0,257.075,38.27848101,81.58227848,91.30952911,608.4596835,14.51898734,3.987341772,116.2025316,2.484050633,1.753164557,2.765822785,7.46835443,3.455696203,15.44303797,0.246835443,1.753164557,0,0,2,19.73278481,0.202278481,0,65.08227848,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
153.94,325.7,367.378976,2454.3426,57.94,16,465.88,9.9286,7,10.94,30,14,61.94,1,7.06,0,0,8.06,78.7546,0.799,0,275.78,38.485,81.425,91.844744,613.58565,14.485,4,116.47,2.48215,1.75,2.735,7.5,3.5,15.485,0.25,1.765,0,0,2.015,19.68865,0.19975,0,68.945,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
153.68,324.97,366.6782267,2460.8286,57.82,16,466.47,9.9194,7,10.91,29.91,13.86,61.68,1,7.03,0.09,0,8.12,78.794075,0.799,0,277.6,38.42,81.2425,91.66955668,615.20715,14.455,4,116.6175,2.47985,1.75,2.7275,7.4775,3.465,15.42,0.25,1.7575,0.0225,0,2.03,19.69851875,0.19975,0,69.4,75,76,192.981,1302.97,13,4,141,2.34,1,4,10,14,26,1,4,9,0,8,27.7925,0.799,0,213,769.1388889,718.6666667,5259.897266,194697.9859,20.91666667,2.222222222,1742.583333,0.501022222,0.138888889,2.805555556,20.13888889,43.55555556,100.9166667,0.138888889,2.138888889,11.25,0,6.916666667,109.3453286,0.088666806,0,10308.22222
153.42,324.24,365.9774774,2467.3146,57.7,16,467.06,9.9102,7,10.88,29.82,13.72,61.42,1,7,0.18,0,8.18,78.83355,0.799,0,279.42,38.355,81.06,91.49436935,616.82865,14.425,4,116.765,2.47755,1.75,2.72,7.455,3.43,15.355,0.25,1.75,0.045,0,2.045,19.7083875,0.19975,0,69.855,75,76,192.981,1302.97,13,4,141,2.34,1,4,10,14,26,1,4,9,0,8,27.7925,0.799,0,213,769.1388889,718.6666667,5259.897266,194697.9859,20.91666667,2.222222222,1742.583333,0.501022222,0.138888889,2.805555556,20.13888889,43.55555556,100.9166667,0.138888889,2.138888889,11.25,0,6.916666667,109.3453286,0.088666806,0,10308.22222
152.9,322.78,364.5759788,2480.2866,57.46,16,468.24,9.8918,7,10.82,29.64,13.44,60.9,1,6.94,0.36,0,8.3,78.9125,0.799,0,283.06,38.225,80.695,91.1439947,620.07165,14.365,4,117.06,2.47295,1.75,2.705,7.41,3.36,15.225,0.25,1.735,0.09,0,2.075,19.728125,0.19975,0,70.765,75,76,192.981,1302.97,13,4,141,2.34,1,4,10,14,26,1,4,9,0,8,27.7925,0.799,0,213,769.1388889,718.6666667,5259.897266,194697.9859,20.91666667,2.222222222,1742.583333,0.501022222,0.138888889,2.805555556,20.13888889,43.55555556,100.9166667,0.138888889,2.138888889,11.25,0,6.916666667,109.3453286,0.088666806,0,10308.22222
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
494.36,1216.02,1158.0586,7395.5432,218,56.02,1666.36,35.401,27,51,130,14,222,1,27,0,0,28,338.4218667,8.7823,0,405.76,35.31142857,86.85857143,82.71847143,528.2530857,15.57142857,4.001428571,119.0257143,2.528642857,1.928571429,3.642857143,9.285714286,1,15.85714286,0.071428571,1.928571429,0,0,2,24.17299048,0.627307143,0,28.98285714,75,26,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,25.65833333,0.799,0,213,633.36,94.16,4292.266846,178960.3546,3.76,1.76,832.96,0.317696,0.16,2.4,16,31.36,58.64,0.16,0.96,0,0,0.4,116.2033644,0.10693264,0,7953.6
154.72,326.04,369.4314,2460.1164,58,16.04,466.72,9.892,7,11,30,14,62,1,7,0,0,8,79.39873333,0.7856,0,268.52,38.68,81.51,92.35785,615.0291,14.5,4.01,116.68,2.473,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.84968333,0.1964,0,67.13,75,26,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,25.65833333,0.799,0,213,633.36,94.16,4292.266846,178960.3546,3.76,1.76,832.96,0.317696,0.16,2.4,16,31.36,58.64,0.16,0.96,0,0,0.4,116.2033644,0.10693264,0,7953.6
675.08,1226.06,1646.4042,9691.2896,218,66.06,1847.08,30.883,27,51,130,14,222,1,27,0,0,28,427.2089333,5.4189,0,1791.28,48.22,87.57571429,117.6003,692.2349714,15.57142857,4.718571429,131.9342857,2.205928571,1.928571429,3.642857143,9.285714286,1,15.85714286,0.071428571,1.928571429,0,0,2,30.51492381,0.387064286,0,127.9485714,75,26,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,25.65833333,0.799,0,213,633.36,94.16,4292.266846,178960.3546,3.76,1.76,832.96,0.317696,0.16,2.4,16,31.36,58.64,0.16,0.96,0,0,0.4,116.2033644,0.10693264,0,7953.6
155.44,326.08,371.377,2469.2628,58,16.08,467.44,9.874,7,11,30,14,62,1,7,0,0,8,79.75246667,0.7722,0,274.04,38.86,81.52,92.84425,617.3157,14.5,4.02,116.86,2.4685,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.93811667,0.19305,0,68.51,75,26,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,25.65833333,0.799,0,213,633.36,94.16,4292.266846,178960.3546,3.76,1.76,832.96,0.317696,0.16,2.4,16,31.36,58.64,0.16,0.96,0,0,0.4,116.2033644,0.10693264,0,7953.6
155.8,326.1,372.3498,2473.836,58,16.1,467.8,9.865,7,11,30,14,62,1,7,0,0,8,79.92933333,0.7655,0,276.8,38.95,81.525,93.08745,618.459,14.5,4.025,116.95,2.46625,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.98233333,0.191375,0,69.2,75,26,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,25.65833333,0.799,0,213,633.36,94.16,4292.266846,178960.3546,3.76,1.76,832.96,0.317696,0.16,2.4,16,31.36,58.64,0.16,0.96,0,0,0.4,116.2033644,0.10693264,0,7953.6
155,321.7,370.8338,2460.569,57.2,15.95,462.7,9.715,6.9,10.8,29.5,14,61.2,1,6.9,0,0,7.9,79.0755,0.7088,0,283,39.24050633,81.44303797,93.88197468,622.9288608,14.48101266,4.037974684,117.1392405,2.459493671,1.746835443,2.734177215,7.46835443,3.544303797,15.49367089,0.253164557,1.746835443,0,0,2,20.01911392,0.179443038,0,71.64556962,75,26,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,25.65833333,0.799,0,213,633.36,94.16,4292.266846,178960.3546,3.76,1.76,832.96,0.317696,0.16,2.4,16,31.36,58.64,0.16,0.96,0,0,0.4,116.2033644,0.10693264,0,7953.6
157.6,326.2,377.2138,2496.702,58,16.2,469.6,9.82,7,11,30,14,62,1,7,0,0,8,80.81366667,0.732,0,290.6,39.4,81.55,94.30345,624.1755,14.5,4.05,117.4,2.455,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,20.20341667,0.183,0,72.65,75,26,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,25.65833333,0.799,0,213,633.36,94.16,4292.266846,178960.3546,3.76,1.76,832.96,0.317696,0.16,2.4,16,31.36,58.64,0.16,0.96,0,0,0.4,116.2033644,0.10693264,0,7953.6
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
153.96,325.8,367.414584,2453.2184,57.96,16,465.92,9.9224,7,10.96,30,14,61.96,1,7.04,0,0,8.04,78.8514,0.799,0,271.52,38.49,81.45,91.853646,613.3046,14.49,4,116.48,2.4806,1.75,2.74,7.5,3.5,15.49,0.25,1.76,0,0,2.01,19.71285,0.19975,0,67.88,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
153.94,325.7,367.378976,2454.3426,57.94,16,465.88,9.9286,7,10.94,30,14,61.94,1,7.06,0,0,8.06,78.7546,0.799,0,275.78,38.485,81.425,91.844744,613.58565,14.485,4,116.47,2.48215,1.75,2.735,7.5,3.5,15.485,0.25,1.765,0,0,2.015,19.68865,0.19975,0,68.945,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
153.92,325.6,367.343368,2455.4668,57.92,16,465.84,9.9348,7,10.92,30,14,61.92,1,7.08,0,0,8.08,78.6578,0.799,0,280.04,38.48,81.4,91.835842,613.8667,14.48,4,116.46,2.4837,1.75,2.73,7.5,3.5,15.48,0.25,1.77,0,0,2.02,19.66445,0.19975,0,70.01,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
153.9,325.5,367.30776,2456.591,57.9,16,465.8,9.941,7,10.9,30,14,61.9,1,7.1,0,0,8.1,78.561,0.799,0,284.3,38.475,81.375,91.82694,614.14775,14.475,4,116.45,2.48525,1.75,2.725,7.5,3.5,15.475,0.25,1.775,0,0,2.025,19.64025,0.19975,0,71.075,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
152.44,321.62,363.2813042,2489.886,57.28,16,469.54,9.8548,7,10.82,29.46,13.16,60.44,1,6.82,0.54,0,8.36,79.28185,0.799,0,273.92,38.11,80.405,90.82032605,622.4715,14.32,4,117.385,2.4637,1.75,2.705,7.365,3.29,15.11,0.25,1.705,0.135,0,2.09,19.8204625,0.19975,0,68.48,75,76,192.981,1302.97,13,4,141,2.34,1,4,10,14,26,1,3,9,0,8,27.7925,0.799,0,213,658.96,833.36,4441.974006,230899.0601,24.56,2.24,2069.44,0.598496,0.16,3.36,21.76,31.36,83.6,0.16,1.44,12.96,0,8.24,127.177534,0.10214416,0,9395.04
151.92,320.16,361.8798056,2502.858,57.04,16,470.72,9.8364,7,10.76,29.28,12.88,59.92,1,6.76,0.72,0,8.48,79.3608,0.799,0,277.56,37.98,80.04,90.4699514,625.7145,14.26,4,117.68,2.4591,1.75,2.69,7.32,3.22,14.98,0.25,1.69,0.18,0,2.12,19.8402,0.19975,0,69.39,75,76,192.981,1302.97,13,4,141,2.34,1,4,10,14,26,1,3,9,0,8,27.7925,0.799,0,213,658.96,833.36,4441.974006,230899.0601,24.56,2.24,2069.44,0.598496,0.16,3.36,21.76,31.36,83.6,0.16,1.44,12.96,0,8.24,127.177534,0.10214416,0,9395.04
